channel,watch_time_minutes,stream_time_minutes,peak_viewers,average_viewers,followers,followers_gained,views_gained,partnered,mature,language,tier,engagement_rate,viewer_retention,growth_rate,watch_efficiency,views_per_follower,quality_score,is_mega,is_top_quartile
Zalae,133078635,95010,5934,1351,170668,23494,1776974,True,False,English,Elite,0.007915953781611081,0.22767104819683182,0.24727923376486685,1400.680296810862,10.411875688471184,0.12192440706732449,0,0
KheZu,132976365,124635,5322,991,122158,28840,2671995,True,False,English,Elite,0.008112444539039605,0.18620819240886885,0.2313956753720865,1066.9263449271873,21.873270682231208,0.10000607491547446,0,0
mandiocaa1,132533775,29685,9540,4355,312944,29691,2567198,True,True,Portuguese,Elite,0.013916227823508358,0.45649895178197064,1.0002021222839819,4464.671551288529,8.20337824019633,0.24772308435771054,0,0
스피드소닉 (dragon3652),132487740,243375,2379,529,35503,11620,4618003,True,False,Korean,Elite,0.01490014928315917,0.22236233711643547,0.0477452491011813,544.3769491525424,130.073599414134,0.1224217027529614,0,0
RiotGamesOCE,132387150,40890,50458,3076,149775,65748,8437414,True,False,English,Elite,0.020537472875980636,0.060961591818938524,1.6079236977256053,3237.6412325752017,56.33392755800367,0.042403299585432076,0,0
Videoyun,132320235,123345,8057,1030,375697,85165,8078109,True,False,Turkish,Elite,0.0027415710000346025,0.12783914608415042,0.690461713081195,1072.7652924723336,21.501659582056817,0.06701504048104799,0,0
AlcastHQ,132082785,28905,12999,4680,81928,24582,41833833,True,False,English,Elite,0.05712332780001953,0.3600276944380337,0.8504411001556824,4569.548002075765,510.61704179279366,0.21888894317387111,0,0
julien,132054690,80895,15150,1685,511861,177756,4880209,True,False,English,Large,0.0032919093269461828,0.11122112211221122,2.1973669571666976,1632.420916002225,9.534246602104869,0.061046583777533414,0,0
iGeStarK,131957700,79455,12893,1282,244437,231731,2948954,True,False,Spanish,Elite,0.005244705179657744,0.09943380128752036,2.9165061984771254,1660.7853501982254,12.064270139136056,0.057036265085411465,0,0
Ziqoftw,131821710,94515,10569,1293,198304,33547,4933908,True,False,English,Elite,0.006520292076811361,0.12233891569684928,0.3549383695709676,1394.717346452944,24.880526867839276,0.06550363081238321,0,0
CyrusTWO,131621775,128085,2727,1027,96691,25277,5787660,True,True,Swedish,Elite,0.010621464252102057,0.3766043270993766,0.1973455127454425,1027.6127181168756,59.85727730605744,0.2022565179573134,0,0
칸데르니아 (jmjdoc),131408250,170865,2395,756,30877,9502,4337476,True,False,Korean,Elite,0.024484243935615508,0.31565762004175363,0.05561115500541363,769.076463874989,140.4759529747061,0.1769355218772293,0,0
CouRageJD,131341275,14010,72100,8717,2115596,120434,2874860,False,False,English,Mega,0.004120351900835509,0.12090152565880721,8.596288365453248,9374.823340471092,1.358888937207293,0.0774806837435738,1,1
YoMax,131072925,58380,16952,2051,273980,129000,1715466,True,False,French,Elite,0.007485947879407256,0.12098867390278434,2.209660842754368,2245.1682939362795,6.261281845390174,0.06844181760842456,0,0
JeffHoogland,130973670,113655,3375,1070,68914,7290,1965274,True,False,English,Elite,0.015526598368981629,0.31703703703703706,0.06414148079714926,1152.3793057938499,28.517775778506543,0.17299763171546656,0,0
Call of Duty (callofduty),130938960,3645,170131,19897,968465,50321,5423366,True,True,English,Large,0.020544882881673575,0.1169510553632201,13.805486968449932,35922.897119341564,5.5999607626501735,0.09281943123373715,0,1
GoBGG,130398315,92730,4198,1400,229586,37272,5971819,True,False,French,Elite,0.006097932800780535,0.3334921391138637,0.4019411193788418,1406.2149789712066,26.01125068601744,0.17736951103514975,0,0
Wackyjacky101,130390590,130335,5981,1012,209700,72794,9213152,True,False,English,Elite,0.004825941821649976,0.16920247450259154,0.5585145970000384,1000.426516284958,43.934916547448736,0.08982224727877514,0,0
TaKeTV,130220190,108555,31809,829,227062,13033,2855045,True,False,German,Elite,0.0036509851934713867,0.026061806406991732,0.12005895628943854,1199.5780019345032,12.573856479728004,0.012533871090269997,0,0
iceiceice,130179570,37545,8409,3107,183960,57797,2582911,True,False,English,Elite,0.016889541204609698,0.3694850755143299,1.5394060460780397,3467.2944466640033,14.040612089584693,0.20403669069730665,0,0
StarCraft,130159470,14850,56109,6636,342409,22130,4110003,True,False,English,Elite,0.019380331708570744,0.11826979628936535,1.4902356902356901,8764.947474747474,12.003197929960953,0.07199769477755105,0,0
MadDecentLive,129993915,42510,36968,3069,95371,95352,44291541,False,False,English,Elite,0.03217959337744178,0.0830177450768232,2.243048694424841,3057.9608327452365,464.41309203007205,0.061269398273681025,0,0
WillerZ,129956310,133770,24663,872,79392,68899,2344895,True,True,English,Elite,0.01098347440548166,0.0353566070632121,0.515055692606713,971.4906929804889,29.53565850463523,0.02196933777420781,0,0
SoyPan,129903855,132840,13884,954,343191,162018,2167760,True,False,Spanish,Elite,0.002779793176394486,0.06871218668971478,1.2196476964769647,977.8971318879856,6.31648265834477,0.03656953792153263,0,0
murilo_RT,129898080,383955,8185,315,70814,55939,3070308,True,True,Portuguese,Elite,0.004448272940379021,0.038485033598045205,0.145691552395463,338.3158963941087,43.35735871437851,0.01958425329794099,0,0
Multiplayerit,129567630,111795,15237,1053,58786,17650,30889814,True,False,Italian,Elite,0.017912428129146396,0.06910809214412286,0.1578782593139228,1158.9751777807594,525.4620828088321,0.04288966509980712,0,0
Markstrom,129129615,106620,71423,915,93045,35277,1829062,True,False,English,Elite,0.00983395131388038,0.012810999257942119,0.3308666291502532,1211.120005627462,19.657821484228062,0.009096074194394616,0,0
Krayn_Live,129103425,137040,4183,918,125775,20572,4621526,True,True,French,Elite,0.007298747763864043,0.21945971790580923,0.15011675423234092,942.0857049036778,36.74439276485788,0.11708094339155938,0,0
西門夜說 (westdoor),128928105,109065,5363,1165,272662,16908,5018006,True,True,Chinese,Elite,0.004272689263630429,0.21722916278202498,0.1550268188694815,1182.1217164076468,18.403759966551995,0.11432370288681927,0,0
Sintica,128908575,94845,8467,1207,160387,110955,7008648,True,False,German,Elite,0.0075255475817865534,0.1425534427778434,1.1698560809742211,1359.149928831251,43.69835460479964,0.07813595406617314,0,0
FantaBobShow,128845890,65565,8248,1936,348598,86339,3598696,True,True,French,Elite,0.005553675006741289,0.2347235693501455,1.3168458781362007,1965.1626630061771,10.323340925650749,0.1262463797488571,0,0
ops1x,128783415,68235,23490,1457,268942,254190,3050489,True,False,English,Elite,0.005417524968208759,0.06202639421030225,3.7252143328204,1887.3512859969223,11.342553413003547,0.03865700537821038,0,0
wingz,128746905,92715,3940,1347,85695,32924,3057045,True,False,Spanish,Elite,0.01571853667075092,0.34187817258883246,0.3551097449172194,1388.6308040770102,35.67355154909855,0.18676914946442158,0,0
ZLOYn,128586435,49230,14155,2603,294277,284221,6731111,True,False,Russian,Elite,0.008845407558184975,0.18389261744966443,5.773329270769856,2611.9527726995734,22.8733846002236,0.10857170529332298,0,0
HunterGodBr,128369655,89520,51612,1737,258876,254260,14078099,True,False,Portuguese,Elite,0.006709776109025171,0.03365496396186933,2.840259159964254,1433.9773793565685,54.38163058761724,0.02278029840755047,0,0
leplol1,128314530,125385,9307,1444,157981,116243,3163399,False,False,Portuguese,Elite,0.009140339661098486,0.15515203610185882,0.927088567212984,1023.364278023687,20.0239205980466,0.08525108013475796,0,0
sacy,128171445,96630,10692,1304,206184,117190,3590048,True,False,Portuguese,Elite,0.0063244480658053,0.1219603441825664,1.2127703611714789,1326.4146227879542,17.411865130174988,0.06665707539976952,0,0
헤징 (hejin0_0),127710465,125865,3032,1017,123451,72192,5800110,True,False,Korean,Elite,0.008238086366250577,0.3354221635883905,0.5735669169348111,1014.6622571803123,46.983094507132385,0.17980385299903126,0,0
Naru,127650015,39825,13744,3045,344859,123779,5321664,True,False,Turkish,Elite,0.008829695614729498,0.2215512223515716,3.1080728185812934,3205.273446327684,15.431419797656433,0.12401379677819169,0,0
Warcraft,127646610,10005,51972,13741,593564,31688,6635421,True,False,English,Large,0.02314998888072727,0.26439236511967984,3.167216391804098,12758.281859070465,11.17894784724141,0.15432775612947938,0,0
FlexZ,127550640,114750,14278,897,155382,133959,3254805,True,False,Spanish,Elite,0.0057728694443371815,0.0628239249194565,1.1673986928104576,1111.5524183006537,20.947117426728965,0.03492249290747939,0,0
DizzyKitten,127398990,80100,10080,1584,613135,54653,8960383,True,False,English,Large,0.0025834441028484757,0.15714285714285714,0.6823096129837702,1590.4992509363296,14.614045846347052,0.08246276074133803,0,0
지수소녀 (wltn4765),127291245,134070,9379,980,99600,68129,6213041,True,False,Korean,Elite,0.009839357429718875,0.10448875146604115,0.5081599164615499,949.4386887446856,62.3799297188755,0.058030725740710644,0,0
Staryuuki,127219620,77040,5530,1467,586475,530306,5418113,True,False,Spanish,Large,0.002501385395796922,0.26528028933092224,6.883515057113188,1651.345015576324,9.238438126092332,0.15031186321732004,0,0
CeMka,127117680,110550,18473,979,86502,22116,4241970,True,False,Russian,Elite,0.011317657395204735,0.052996264818924915,0.20005427408412482,1149.8659430122116,49.03898175764722,0.03096620368141716,0,0
Halifax,126885855,160500,12478,793,228316,52433,2955093,True,False,English,Elite,0.0034732563639867553,0.06355185125821446,0.3266853582554517,790.5660747663551,12.942995672664201,0.032678520444995016,0,0
Bidule,126808620,61395,10100,2052,82570,64920,2486535,False,True,French,Elite,0.02485164103185176,0.20316831683168315,1.0574150989494258,2065.4551673589053,30.11426668281458,0.11915846267090113,0,0
Gabi,126779310,63480,17866,2174,271202,178648,3821231,True,False,Portuguese,Elite,0.008016165072528964,0.12168364491212359,2.8142407057340897,1997.1535916824196,14.089980899845871,0.07011435217005492,0,0
Hype,126704460,81510,10030,1674,145476,101271,6185689,True,True,Turkish,Elite,0.011507052709725315,0.16689930209371884,1.2424365108575635,1554.4652189915348,42.520340124831584,0.09325553368295232,0,0
Gigz,126436725,98685,15061,1136,254401,44075,1958787,True,False,English,Elite,0.004465391252392876,0.07542659849943563,0.4466230936819172,1281.2152302781578,7.699604168222609,0.039699986091589354,0,0
매직박 (yagubu),126240810,66165,25478,1666,59697,53490,3379601,True,False,Korean,Elite,0.02790760004690353,0.06538974801789779,0.8084334618000454,1907.9696214010428,56.61257684640769,0.04724858344776458,0,0
richwcampbell,126132675,69870,34756,1878,108410,57422,3790423,True,False,English,Elite,0.017323125172954524,0.054033835884451605,0.821840561041935,1805.2479604980679,34.96377640439074,0.035712782849476564,0,0
ESL_CSGO_FR,126026325,53295,22857,2570,193614,26073,4124889,True,False,French,Elite,0.013273833503775553,0.11243820273876712,0.48922037714607375,2364.6932169997185,21.304704205274412,0.06401131825340768,0,0
양아지 (dkwl025),125872350,103365,6861,1237,220819,114560,4933531,True,False,Korean,Elite,0.0056018730272304465,0.18029441772336394,1.108305519276351,1217.7463358003192,22.341967856026884,0.0970453416039061,0,0
Cizzorz,125812350,56970,11782,1891,1866339,222573,3095942,True,False,English,Mega,0.0010132135694533523,0.16049906637243253,3.906845708267509,2208.3965244865717,1.658831541322343,0.0888975014492664,1,1
RyuQuezacotl,125680845,125820,4022,976,79063,9884,1867494,True,True,English,Elite,0.012344585963092724,0.24266534062655395,0.07855666825623907,998.8940152598951,23.620328092786764,0.13190747459931398,0,0
Sigma,125477415,94695,81683,798,61206,54151,1334161,True,True,English,Elite,0.013037937457112047,0.009769474676493273,0.5718464544062517,1325.069063836528,21.797879292879784,0.009567304916370256,0,0
Robbaz,125249820,86415,4938,1427,229652,23827,5009610,True,False,English,Elite,0.006213749499242332,0.2889833940866748,0.27572759358907595,1449.3990626627321,21.813918450525144,0.15360594185445542,0,0
mailand,124936395,86865,6867,1400,86561,31605,3923343,True,True,German,Elite,0.016173565462506208,0.2038735983690112,0.3638404420652737,1438.2823346572268,45.3246034588325,0.11381693486360833,0,0
Buozzi,124926540,142785,4036,872,75290,39547,5126434,True,True,Portuguese,Elite,0.011581883384247576,0.21605550049554015,0.2769688692789859,874.9276184473159,68.08917518926816,0.11773028829002141,0,0
HeyarTV,124878165,155700,2343,786,124479,17695,2506556,True,True,French,Elite,0.006314318077748054,0.3354673495518566,0.1136480411046885,802.0434489402697,20.136376416905662,0.17804087388842424,0,0
LenaGol0vach,124876665,30210,9115,4159,274237,40915,2969471,False,False,Russian,Elite,0.015165714327388355,0.45628085573230937,1.3543528632903012,4133.620158887786,10.828119473302289,0.2488621473972261,0,0
Sinner666,124812240,24765,27996,4530,7102,7101,21322548,False,False,Russian,Elite,0.6378484933821459,0.16180882983283326,0.28673531193216234,5039.864324651726,3002.3300478738383,0.41645606032311716,0,0
TommyKayLIVE,124680810,108105,3536,1124,127770,58673,2561302,True,True,English,Elite,0.008797057212178133,0.3178733031674208,0.5427408537995467,1153.3306507562093,20.04619237692729,0.17073495143475878,0,0
TMemoryy,124620795,130440,3244,924,171107,64750,1027960,True,False,English,Elite,0.005400129743376951,0.2848335388409371,0.4963968107942349,955.3878794848206,6.007702782469449,0.15135389747379083,0,0
Patriota,124595820,64305,29435,1951,646758,344213,3707623,True,False,Portuguese,Large,0.003016584255625752,0.06628163750636996,5.352818598864785,1937.5759272218334,5.732627969039425,0.04242252944185606,0,1
러너교 (runner0608),124525605,52785,17926,2434,164902,58988,4276695,False,False,Korean,Elite,0.014760281864380055,0.13578043065937745,1.1175144453916832,2359.109690252913,25.934767316345464,0.07823746170726044,0,0
zorlaKOKA,124241010,100050,4977,1247,361102,83418,7654224,True,False,Portuguese,Elite,0.003453317899097762,0.2505525416917822,0.8337631184407797,1241.7892053973014,21.196847428150495,0.13272428698914007,0,0
Hitch,124224555,132870,3976,875,96343,30813,1942552,True,True,English,Elite,0.009082133626729497,0.22007042253521128,0.2319033641905622,934.9330548656582,20.162876389566446,0.11847633413543024,0,0
calango,124180125,70155,8380,1736,767187,293608,3292645,True,False,Portuguese,Large,0.002262812065376499,0.2071599045346062,4.185132919962939,1770.0823177250375,4.291841493664517,0.11477488586339048,0,1
Adin2Huncho,124133550,64920,14502,1470,199880,162642,956614,True,False,English,Elite,0.007354412647588553,0.10136532892014895,2.505268022181146,1912.1002772643253,4.785941564938963,0.058465732914124546,0,0
SlotRoom247,124078200,373800,20609,326,69183,69113,1338301,False,True,German,Elite,0.004712140265672203,0.01581833179678781,0.18489299090422687,331.9373996789727,19.344362054261886,0.007765174119581415,0,0
ALLinPav,124058985,137760,6221,850,71579,21360,3156265,True,True,English,Elite,0.011874991268388773,0.13663398167497187,0.15505226480836237,900.5443162020906,44.09484625378952,0.07554712791237865,0,0
Surefour,124056555,53145,7911,2289,331662,46991,2066041,True,True,English,Elite,0.006901604645693507,0.2893439514599924,0.8842035939411045,2334.3034151848715,6.229356995977833,0.15519013288808536,0,0
NumotTheNummy,123899265,105930,3359,1118,103069,8045,1530401,True,False,English,Elite,0.0108471024265298,0.33283715391485563,0.07594637968469745,1169.6333899745114,14.848315206318098,0.17895192059119483,0,0
aminematue,123826230,30480,16577,4016,124232,123363,2316908,True,False,French,Elite,0.03232661472084487,0.2422633769680883,4.047342519685039,4062.540354330709,18.649848670229893,0.1488824874245407,0,0
CallMeCarsonLIVE,123486240,14340,61531,8208,1151712,732108,3533199,True,True,English,Mega,0.007126781695423856,0.13339617428613218,51.05355648535565,8611.31380753138,3.0677799658247897,0.15777653783869341,1,1
ZiggyDLive,123398085,99075,18437,1227,173807,15899,4249580,True,False,English,Elite,0.00705955456339503,0.06655095731409666,0.16047438808983094,1245.5017411052233,24.449993383465568,0.035862497200159583,0,0
KEEMSTAR,123365895,3465,74195,35333,146035,46367,7139253,False,False,English,Elite,0.24194884787893314,0.47621807399420446,13.381529581529582,35603.4329004329,48.887273598794806,0.3984494556027938,0,0
