feature,importance
average_viewers,0.3975145346860742
followers_gained,0.32807005856115995
watch_time_minutes,0.1404081190671141
peak_viewers,0.061324168582811776
growth_rate,0.04558294974389942
lang_Korean,0.010449357650564477
stream_time_minutes,0.008528853596045867
lang_French,0.0024101308053294606
lang_Russian,0.001995352847733058
lang_Spanish,0.001547818144720381
lang_Other,0.0014749422491001152
mature,0.0006937140654473784
