cluster,stream_time_minutes,average_viewers,engagement_rate,viewer_retention,growth_rate,followers,is_mega,count,persona
0,103416.2084592145,4099.410876132931,0.014631772280822124,0.2840502131146831,1.7293887536087589,402128.8640483384,0.06948640483383686,331,Loyal Cultivators
1,114354.16961130741,3232.41519434629,0.00935228954663286,0.11630252272408516,2.2403944649751613,530850.4169611307,0.12367491166077739,566,Steady Mainstream
2,44007.58928571428,21718.10714285714,0.017076819477467097,0.19040989937675773,29.832774759197118,2075434.9107142857,0.6428571428571429,56,Viral Rockets
3,10185.0,78434.5,0.33386009124656635,0.3048883735859689,12.599983640100639,339519.5,0.0,4,Unicorns
4,443134.18604651163,1503.1627906976744,0.007442686533729058,0.11292534245918466,0.259940021166488,439666.16279069765,0.09302325581395349,43,Grinding Warriors
